Vernier Format 2
Untitled.cmbl 2012-10-23 15:59:30 .
Latest
Time	Angle	Velocity 1	Acceleration 1	Position 1	Velocity 2	Acceleration 2
t	Angle	v 1	a 1	x 1	v 2	a 2
s	rad	rad/s	rad/s²	m	m/s	m/s²

0.033333	-0.0174532925199	-0.0290891117577	-1.8447529515	1.026599	-0.603400200669	1.20061929004
0.066666	-0.0174532925199	-0.0799950573336	-1.79142237997	1.0058475	-0.571386547199	1.58881253998
0.099999	-0.0174532925199	-0.191988137601	-0.876318254883	0.9869825	-0.517249172492	2.20510535189
0.133332	-0.0349065850399	-0.189079226425	1.19145345028	0.9701755	-0.429611796118	2.95043067499
0.166665	-0.0349065850399	-0.0581782235154	1.85566147749	0.957656	-0.312704793715	3.52125125801
0.199998	-0.0349065850399	-0.0145445558788	1.06903554745	0.9492525	-0.188366050327	3.87016545848
0.233331	-0.0349065850399	0	0.412099870899	0.9447935	-0.0528796954636	4.09845557981
0.266664	-0.0349065850399	0	0.0969646755057	0.9454795	0.0897525641923	4.12584848878
0.299997	-0.0349065850399	0	0.0969646755057	0.950796	0.230383970506	3.86978433974
0.33333	-0.0349065850399	0	0.424220455338	0.9612575	0.356151894852	3.32680924419
0.366663	-0.0349065850399	0.0145445558788	1.15145552163	0.9753205	0.455337053371	2.64198652002
0.399996	-0.0349065850399	0.0581782235154	2.24230812107	0.9921275	0.533084497512	1.88975341988
0.433329	-0.0349065850399	0.203623782304	2.18170519888	1.011507	0.584677930113	1.01615782305
0.466662	-0.0174532925199	0.24725744994	0.81207915736	1.0319155	0.604829381627	0.0189368370682
0.499995	-0.0174532925199	0.24725744994	-0.315135195394	1.0528385	0.587965046317	-1.03140257239
0.533328	0	0.218168338183	-1.10297318388	1.072218	0.531941152745	-1.95513910259
0.566661	0	0.116356447031	-0.412099870899	1.0888535	0.45190701907	-2.68879266447
0.599994	0	0.203623782304	-0.0484823377529	1.1029165	0.349720580539	-3.29250855818
0.633327	0.0174532925199	0.189079226425	-1.53931422365	1.112692	0.228383117165	-3.74282416166
0.66666	0.0174532925199	0.0581782235154	-1.99989643231	1.1183515	0.0970413870805	-4.05438872626
0.699993	0.0174532925199	0.0145445558788	-1.4908318859	1.119552	-0.0465912992463	-4.17015354154
0.733326	0.0174532925199	-0.0145445558788	-1.4908318859	1.1152645	-0.189795231286	-3.97828407917
0.766659	0.0174532925199	-0.0581782235154	-1.99989643231	1.106518	-0.319993616603	-3.49581158255
0.799992	0.0174532925199	-0.189079226425	-1.53931422365	1.0933125	-0.427753860872	-2.81753933662
0.833325	0	-0.203623782304	-0.0484823377529	1.077363	-0.510503438368	-2.03064825165
0.866658	0	-0.116356447031	-0.412099870899	1.058498	-0.564526478598	-1.18432646419
0.899991	0	-0.218168338183	-1.10297318388	1.038947	-0.588822554892	-0.333597991371
0.933324	-0.0174532925199	-0.24725744994	-0.315135195394	1.01871	-0.589108391084	0.589304841593
0.966657	-0.0174532925199	-0.24725744994	0.81207915736	0.9986445	-0.552235522355	1.57699785924
0.99999	-0.0349065850399	-0.203623782304	2.18170519888	0.98098	-0.481633983006	2.47631897058
1.033323	-0.0349065850399	-0.0581782235154	2.24230812107	0.9657165	-0.381305479721	3.17829203775
1.066656	-0.0349065850399	-0.0145445558788	1.15145552163	0.9550835	-0.261968869689	3.62312905944
1.099989	-0.0349065850399	0	0.424220455338	0.9482235	-0.137058453918	3.93350262799
1.133322	-0.0349065850399	0	0.0969646755057	0.9454795	0.00228668953356	4.12168000263
1.166655	-0.0349065850399	0	0.0969646755057	0.9482235	0.145490621573	4.03914397692
1.199988	-0.0349065850399	0	0.412099870899	0.9554265	0.27983363167	3.67684298094
1.233321	-0.0349065850399	0.0145445558788	1.078732015	0.9674315	0.396311879785	3.08872913538
1.266654	-0.0349065850399	0.0581782235154	1.91505234124	0.9825235	0.486921952553	2.39830872982
1.299987	-0.0349065850399	0.189079226425	1.51507305478	1.0000165	0.563811888119	1.49589102878
1.33332	-0.0174532925199	0.203623782304	-0.0242411688764	1.021797	0.589965899659	0.49652624992
1.366653	-0.0174532925199	0.116356447031	0.0848440910675	1.0401475	0.585535438688	-0.248203575158
