Vernier Format 2
Untitled.cmbl 2012-10-23 16:01:49 .
spring 29
weight = 398 +- 0.5g
spring 29g
Latest
Time	Angle	Velocity 1	Acceleration 1	Position 1	Velocity 2	Acceleration 2
t	Angle	v 1	a 1	x 1	v 2	a 2
s	rad	rad/s	rad/s²	m	m/s	m/s²

0.033333	0	0	0	1.032087	-0.000857508575086	0.119218703807
0.066666	0	0	0	1.0319155	0.00364441144411	0.0899797509749
0.099999	0	0	0	1.0322585	0.00728882288823	0.0331930596912
0.133332	0	0	0	1.0326015	0.0057167238339	-0.0192345860787
0.166665	0	0	0	1.0326015	0.00471629716297	-0.0362658294796
0.199998	0	0	0	1.0329445	0.00285836191695	-0.0358489808649
0.233331	0	0	0	1.032773	0.00157209905432	-0.0140537532959
0.266664	0	0	0	1.0329445	0.0030012800128	-0.0204851319228
0.299997	0	0	0	1.033116	0.000714590479238	-0.0407320646372
0.33333	0	0	0	1.0329445	-0.000428754287543	-0.0420421602834
0.366663	0	0	0	1.033116	-0.00228668953356	-0.0366826780943
0.399996	0	0	0	1.032773	-0.00357295239619	-0.012386358837
0.433329	0	0	0	1.032773	-0.00214377143771	-0.0114335620034
0.466662	0	0	0	1.032773	-0.00414462477958	-0.0148874505253
0.499995	0	0	0	1.03243	-0.00428754287543	0.00869427110677
0.533328	0	0	0	1.03243	-0.0030012800128	0.0152447493379
0.566661	0	0	0	1.0322585	-0.00257252572526	0.00393028693868
0.599994	0	0	0	1.0322585	-0.00214377143771	-0.0204851319228
0.633327	0	0	0	1.0322585	-0.00528796954636	-0.00809877308576
0.66666	0	0	0	1.031744	-0.00414462477958	0.0434713555339
0.699993	0	0	0	1.0319155	-0.00100042667093	0.058239706455
0.733326	0	0	0	1.031744	0.00057167238339	0.0462106464305
0.766659	0	0	0	1.0319155	0.00285836191695	0.010004366753
0.799992	0	0	0	1.032087	0.000857508575086	-0.0135773548791
0.833325	0	0	0	1.0319155	0.000428754287543	0.00726507585635
0.866658	0	0	0	1.032087	0.00100042667093	0.0369208773027
0.899991	0	0	0	1.0319155	0.0032871162045	0.0531184234743
0.933324	0	0	0	1.0322585	0.00671715050484	0.0104807651698
0.966657	0	0	0	1.0326015	0.00385878858789	-0.0310849966968
0.99999	0	0	0	1.03243	0.00285836191695	-0.0252491160909
1.033323	0	0	0	1.032773	0.00228668953356	-0.0177458410262
1.066656	0	0	0	1.0326015	0.00142918095848	-0.00273929089665
1.099989	0	0	0	1.032773	0.0030012800128	-0.012386358837
1.133322	0	0	0	1.0329445	0.000857508575086	-0.0295367018422
1.166655	0	0	0	1.032773	0.000142918095848	-0.0246536180699
1.199988	0	0	0	1.0329445	-0.000428754287543	-0.0291794030296
1.233321	0	0	0	1.032773	-0.00185793524602	-0.0304894986758
1.266654	0	0	0	1.032773	-0.00200085334187	-0.0409702638456
1.299987	0	0	0	1.032773	-0.00543088764221	-0.0287030046128
1.33332	0	0	0	1.0322585	-0.00485921525882	0.00833697229417
1.366653	0	0	0	1.03243	-0.00357295239619	0.010599864774
1.399986	0	0	0	1.032087	-0.00400170668373	0.00643137862693
1.433319	0	0	0	1.032087	-0.00257252572526	-0.0121481596286
1.466652	0	0	0	1.032087	-0.00557380573806	-0.00738417546056
1.499985	0	0	0	1.0315725	-0.00457337906712	0.0385882717616
1.533318	0	0	0	1.031744	-0.00228668953356	0.0628845910189
1.566651	0	0	0	1.031401	0.000428754287543	0.0615744953727
1.599984	0	0	0	1.031744	0.00371587049204	0.009408868732
1.633317	0	0	0	1.0319155	5.55111512313E-016	-0.0152447493379
1.66665	0	0	0	1.0315725	0.000571672383391	0.0169121437967
1.699983	0	0	0	1.0319155	0.00200085334187	0.0321568931346
1.733316	0	0	0	1.031744	0.0030012800128	0.041208463054
1.766649	0	0	0	1.032087	0.00485921525882	0.0401365666162
1.799982	0	0	0	1.032087	0.00585964192975	0.0297749010506
1.833315	0	0	0	1.03243	0.00786049527162	-0.00678867743954
1.866648	0	0	0	1.032773	0.00543088764221	-0.0416848614708
1.899981	0	0	0	1.032773	0.00343003430034	-0.03060859828
1.933314	0	0	0	1.0329445	0.0030012800128	-0.00869427110677
1.966647	0	0	0	1.0329445	0.0032871162045	0.000476398416819
