Vernier Format 2
Untitled.cmbl 2012-10-23 17:39:01 .
Latest
Time	Angle	Velocity 1	Acceleration 1	Position 1	Velocity 2	Acceleration 2
t	Angle	v 1	a 1	x 1	v 2	a 2
s	rad	rad/s	rad/s²	m	m/s	m/s²

0.02	-0.0349065850399	-1.74532925199	0.0673352334874	0.9423925	0.100518055556	-1.34227531829
0.04	-0.0698131700798	-1.74532925199	0.387177592553	 	 	 
0.06	-0.10471975512	-1.74532925199	1.53524332351	0.947709	0.0532960069444	-1.55017440683
0.08	-0.13962634016	-1.72108856794	4.37679017668	 	 	 
0.1	-0.174532925199	-1.62412583172	9.49426792173	0.949081	-0.0152920833333	-1.78449819155
0.12	-0.209439510239	-1.308996939	12.7600267459	 	 	 
0.14	-0.226892802759	-0.993868046275	10.638966891	0.9468515	-0.0934913194444	-1.91753971354
0.16	-0.244346095279	-0.872664625997	7.64254900082	 	 	 
0.18	-0.261799387799	-0.775701889775	8.14756325198	0.941535	-0.175430208333	-1.87679853877
0.2	-0.279252680319	-0.53329504922	8.88825082034	 	 	 
0.22	-0.279252680319	-0.412091628943	9.66260600545	0.932617	-0.250104166667	-1.64979427083
0.24	-0.296705972839	-0.242406840555	13.9383933319	 	 	 
0.26	-0.296705972839	0.242406840555	13.9383933319	0.920955	-0.309295486111	-1.34703920718
0.28	-0.279252680319	0.412091628943	9.66260600545	 	 	 
0.3	-0.279252680319	0.53329504922	8.8545832036	0.907578	-0.357768055556	-1.02125868056
0.32	-0.261799387799	0.775701889775	7.91188993477	 	 	 
0.34	-0.244346095279	0.872664625997	6.49785003154	0.8919715	-0.393378125	-0.628320553627
0.36	-0.226892802759	0.969627362219	7.67621661757	 	 	 
0.38	-0.209439510239	1.21203420277	7.67621661757	0.8755075	-0.410409027778	-0.173766155478
0.4	-0.174532925199	1.308996939	6.43051479805	 	 	 
0.42	-0.157079632679	1.40595967522	7.44054330036	0.858529	-0.408384375	0.308081356096
0.44	-0.12217304764	1.64836651577	6.49785003154	 	 	 
0.46	-0.0872664625997	1.72108856794	3.2320912074	0.842065	-0.383850347222	0.745598234954
0.48	-0.0523598775598	1.74532925199	1.17836658603	 	 	 
0.5	-0.0174532925199	1.74532925199	0.235673317206	0.8274875	-0.346215625	1.11488233025
0.52	0.0174532925199	1.74532925199	0.0336676167437	 	 	 
0.54	0.0523598775598	1.74532925199	-3.08395284618E-014	0.813939	-0.294646527778	1.46133945795
0.56	0.0872664625997	1.74532925199	-1.01770443924E-014	 	 	 
0.58	0.12217304764	1.74532925199	-0.0336676167437	0.803306	-0.226522916667	1.73054880401
0.6	0.157079632679	1.74532925199	-0.235673317206	 	 	 
0.62	0.191986217719	1.74532925199	-1.17836658603	0.79576	-0.153397222222	1.91911940586
0.64	0.226892802759	1.72108856794	-3.19842359065	 	 	 
0.66	0.261799387799	1.64836651577	-6.26217671433	0.7907865	-0.0726493055556	2.06757740162
0.68	0.296705972839	1.40595967522	-6.32951194782	 	 	 
0.7	0.314159265359	1.33323762305	-3.66977022507	0.789586	0.0161972222222	2.09735170718
0.72	0.349065850399	1.308996939	-3.53509975809	 	 	 
0.74	0.366519142919	1.26051557088	-6.63252049851	0.79233	0.0999225694444	1.99694613233
0.76	0.401425727959	1.11507146655	-12.5580210454	 	 	 
0.78	0.418879020479	0.630257785442	-12.5916886622	0.797818	0.176978472222	1.8432776331
0.8	0.418879020479	0.48481368111	-6.86819381572	 	 	 
0.82	0.436332312999	0.436332312999	-4.71346634412	0.8065645	0.249389583333	1.6250981385
0.84	0.436332312999	0.387850944888	-6.90186143246	 	 	 
0.86	0.453785605519	0.242406840555	-12.8273619794	0.8182265	0.309057291667	1.34397907022
0.88	0.453785605519	-0.242406840555	-13.7027200147	 	 	 
0.9	0.436332312999	-0.412091628943	-9.6289383887	0.8316035	0.357887152778	1.01894290123
0.92	0.436332312999	-0.53329504922	-8.88825082034	 	 	 
0.94	0.418879020479	-0.775701889775	-8.14756325198	0.84721	0.393735416667	0.611283034336
0.96	0.401425727959	-0.872664625997	-7.64254900082	 	 	 
0.98	0.383972435439	-0.993868046275	-10.638966891	0.8638455	0.408503472222	0.158382764275
1	0.366519142919	-1.308996939	-12.7936943626	 	 	 
