Vernier Format 2
Untitled.cmbl 2012-10-23 18:22:23 .
Latest
Time	Angle	Velocity 1	Acceleration 1	Position 1	Velocity 2	Acceleration 2
t	Angle	v 1	a 1	x 1	v 2	a 2
s	rad	rad/s	rad/s²	m	m/s	m/s²

0.02	-0.0349065850399	-0.872664625997	2.70014286285	0.850983	-0.112904166667	0.539163049769
0.04	-0.0523598775598	-0.836303599914	4.06704810264	 	 	 
0.06	-0.0698131700798	-0.770853752964	6.49448326986	0.845838	-0.0927171875	0.580598958333
0.08	-0.0872664625997	-0.53329504922	7.32944016511	 	 	 
0.1	-0.0872664625997	-0.436332312999	6.35981280289	0.842751	-0.0668135416667	0.608214626736
0.12	-0.10471975512	-0.339369576777	7.43380977701	 	 	 
0.14	-0.10471975512	-0.0969627362219	6.53151764828	0.840693	-0.0446614583333	0.63431676794
0.16	-0.10471975512	-0.0242406840555	3.50143214135	 	 	 
0.18	-0.10471975512	0	2.59240648927	0.8388065	-0.0140534722222	0.605204113619
0.2	-0.10471975512	0.0242406840555	4.61246349389	 	 	 
0.22	-0.10471975512	0.121203420277	9.49426792173	0.8398355	0.00940868055556	0.45190779321
0.24	-0.10471975512	0.436332312999	12.5243534287	 	 	 
0.26	-0.0872664625997	0.75146120572	9.49426792173	0.8401785	0.01929375	0.352742814429
0.28	-0.0698131700798	0.848423941942	4.61246349389	 	 	 
0.3	-0.0523598775598	0.872664625997	2.59240648927	0.841036	0.0338236111111	0.34893831983
0.32	-0.0349065850399	0.896905310053	3.4677645246	 	 	 
0.34	-0.0174532925199	0.969627362219	6.29584433108	0.8429225	0.0483534722222	0.351254099151
0.36	0	1.21203420277	6.29584433108	 	 	 
0.38	0.0349065850399	1.28475625494	3.40042929112	0.8453235	0.0563329861111	0.46472728588
0.4	0.0523598775598	1.308996939	2.12105985485	 	 	 
0.42	0.0872664625997	1.33323762305	2.28939793857	0.8463525	0.0861072916667	0.544704378858
0.44	0.10471975512	1.38171899116	3.33309405763	 	 	 
0.46	0.13962634016	1.55140377955	1.14469896929	0.852355	0.112189583333	0.355802951389
0.48	0.174532925199	1.40595967522	-0.101002850231	 	 	 
0.5	0.191986217719	1.43020035927	3.09742074042	0.856471	0.11361875	0.171036844136
0.52	0.226892802759	1.62412583172	2.32306555532	 	 	 
0.54	0.261799387799	1.62412583172	-2.32306555532	0.8611015	0.119692708333	0.108262683256
0.56	0.296705972839	1.43020035927	-3.06375312368	 	 	 
0.58	0.314159265359	1.40595967522	0.303008550693	0.866075	0.123027430556	0.0452404031636
0.6	0.349065850399	1.55140377955	-0.202005700462	 	 	 
0.62	0.383972435439	1.40595967522	-1.27936943626	0.8710485	0.1243375	-0.0316765528549
0.64	0.401425727959	1.40595967522	0.976360885568	 	 	 
0.66	0.436332312999	1.55140377955	-1.14469896929	0.8761935	0.120883680556	-0.124969376929
0.68	0.471238898038	1.38171899116	-4.20845209296	 	 	 
0.7	0.488692190558	1.308996939	-4.10744924273	0.880824	0.113737847222	-0.209743441358
0.72	0.523598775598	1.23627488683	-4.24211970971	 	 	 
0.74	0.541052068118	1.06659009844	-1.41403990324	0.885283	0.105162847222	-0.312795621142
0.76	0.558505360638	1.21203420277	-0.404011400925	 	 	 
0.78	0.593411945678	1.18779351872	-5.42048629574	0.8895705	0.0887274305556	-0.408983169367
0.8	0.610865238198	0.945386678164	-8.51790703616	 	 	 
0.82	0.628318530718	0.799942573831	-9.25859460452	0.892486	0.0693145833333	-0.43602816358
0.84	0.645771823238	0.53329504922	-7.44054330036	 	 	 
0.86	0.645771823238	0.460572997054	-3.66977022507	0.894887	0.0537128472222	-0.453231095679
0.88	0.663225115758	0.436332312999	-2.3904007888	 	 	 
0.9	0.663225115758	0.412091628943	-3.4677645246	0.896945	0.0346572916667	-0.496734664352
0.92	0.680678408278	0.339369576777	-6.53151764828	 	 	 
0.94	0.680678408278	0.0969627362219	-7.44054330036	0.8978025	0.0125052083333	-0.507734616127
0.96	0.680678408278	0	-6.43051479805	 	 	 
0.98	0.680678408278	-0.0969627362219	-7.67621661757	0.8978025	-0.00690763888889	-0.495990306713
1	0.680678408278	-0.339369576777	-7.67621661757	 	 	 
